region,event_month,supply_source,demande_source,plateforme_AE,device_type,revenue
LATAM,2025-07-01,Audience Extension,Sales Driven Direct,DV360,Web+App,83161.2232462262
LATAM,2025-01-01,Audience Extension,Sales Driven Direct,DV360,Web+App,83455.843078078688
NA,2025-04-01,Audience Extension,Sales Driven Direct,DV360,Web+App,208869.71621903992
NA,2025-02-01,Onsite,Sales Driven Direct,DM Network,Web+App,7760.9427660492211
NA,2025-06-01,Audience Extension,Sales Driven Direct,DV360,Web+App,298202.73962033656
NA,2025-02-01,Audience Extension,Sales Driven Direct,DV360,Web+App,318156.85496828036
NA,2025-04-01,Offsite,Sales Driven Direct,DM Network,Web+App,65.117089221771
NA,2025-01-01,Offsite,Sales Driven Direct,DM Network,Web+App,669.06182818233435
NA,2025-03-01,Audience Extension,Sales Driven Direct,DV360,Web+App,359926.59487977345
NA,2025-07-01,Offsite,Sales Driven Direct,DM Network,Web+App,23.592631458764345
NA,2025-03-01,Offsite,Sales Driven Direct,DM Network,Web+App,2.6158642799334091
NA,2025-01-01,Onsite,Sales Driven Direct,DM Network,Web+App,495.59135354200197
NA,2025-05-01,Audience Extension,Sales Driven Direct,DV360,Web+App,244672.28235567655
NA,2025-05-01,Onsite,Sales Driven Direct,DM Network,Web+App,6210.9577535665931
NA,2025-02-01,Offsite,Sales Driven Direct,DM Network,Web+App,1694.7989306924044
NA,2025-03-01,Onsite,Sales Driven Direct,DM Network,Web+App,2078.2466286576296
NA,2025-01-01,Audience Extension,Sales Driven Direct,DV360,Web+App,185389.48862407703
NA,2025-07-01,Onsite,Sales Driven Direct,DM Network,Web+App,651.39327281165822
NA,2025-06-01,Offsite,Sales Driven Direct,DM Network,Web+App,62.866750486590732
NA,2025-06-01,Onsite,Sales Driven Direct,DM Network,Web+App,21397.672115119818
NA,2025-04-01,Onsite,Sales Driven Direct,DM Network,Web+App,5141.9181882066
NA,2025-07-01,Audience Extension,Sales Driven Direct,DV360,Web+App,75295.3389329578
NA,2025-05-01,Offsite,Sales Driven Direct,DM Network,Web+App,752.74820489625938
Spain,2025-06-01,Audience Extension,Sales Driven Direct,Xandr Curator,Web+App,3057.6672
Spain,2025-04-01,Audience Extension,Sales Driven Direct,Xandr Curator,Web+App,289.101
Spain,2025-05-01,Audience Extension,Sales Driven Direct,Xandr Curator,Web+App,17717.0338
,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,1.0464978708533126
,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,0.02242
,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,1.2506000000000006
,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,0.035854105878464188
,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,42.728354840210635
,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,0.21383125517444596
,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,0.724067329247301
APAC,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,34.973569495880433
APAC,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,99.4559399999999
APAC,2025-01-01,Offsite,Sales Driven Prog,DM Network,Web+App,199.11724999999979
APAC,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,13448.156374328439
APAC,2025-03-01,Offsite,Sales Driven Prog,DM Network,Web+App,1159.3791329112162
APAC,2025-02-01,Offsite,Sales Driven Prog,DM Network,Web+App,98.378249999999937
APAC,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,2544.5272074572467
APAC,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,9354.137510918601
APAC,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,39218.9540942189
APAC,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,14746.087941663165
APAC,2025-04-01,Offsite,Sales Driven Prog,DM Network,Web+App,1386.6867790328242
APAC,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,35.989651868100943
APAC,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,1.5661975041939746
APAC,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,20785.896577125994
APAC,2025-06-01,Offsite,Sales Driven Prog,DM Network,Web+App,476.75230143179937
APAC,2025-05-01,Offsite,Sales Driven Prog,DM Network,Web+App,2728.8266900000026
APAC,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,21681.487225452416
EMEA,2025-05-01,Offsite,Sales Driven Prog,DM Network,Web+App,144066.18477866609
EMEA,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,132957.16127414934
EMEA,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,138425.95211940448
EMEA,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,136088.16247141222
EMEA,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,129459.42071734865
EMEA,2025-03-01,Offsite,Sales Driven Prog,DM Network,Web+App,104597.17752287442
EMEA,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,61644.10960725027
EMEA,2025-01-01,Offsite,Sales Driven Prog,DM Network,Web+App,93378.8833943055
EMEA,2025-06-01,Offsite,Sales Driven Prog,DM Network,Web+App,139653.54188600654
EMEA,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,115428.86066575765
EMEA,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,93106.505273103729
EMEA,2025-02-01,Offsite,Sales Driven Prog,DM Network,Web+App,112824.77615693855
EMEA,2025-04-01,Offsite,Sales Driven Prog,DM Network,Web+App,92617.820973332913
EMEA,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,97321.010472400056
France,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,33835.4265
France,2025-02-01,Offsite,Sales Driven Prog,DM Network,Web+App,522140.44258525455
France,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,10807.716003999998
France,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,32232.586500230387
France,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,65744.0354247295
France,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,94219.851157658617
France,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator-Xandr Curator,Web+App,4739.0235
France,2025-04-01,Offsite,Sales Driven Prog,DM Network,Web+App,745845.42287409387
France,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,675.04122998350806
France,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,106685.96000474429
France,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,67239.800226273728
France,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,716108.69087316876
France,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,71711.594721203175
France,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,45550.329449739511
France,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,59964.82831464045
France,2025-05-01,Offsite,Sales Driven Prog,DM Network,Web+App,821654.94195829832
France,2025-06-01,Offsite,Sales Driven Prog,DM Network,Web+App,1096496.9765034998
France,2025-03-01,Offsite,Sales Driven Prog,DM Network,Web+App,851738.18111171492
France,2025-01-01,Offsite,Sales Driven Prog,DM Network,Web+App,546873.16882113251
International,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,4514.7920723742272
International,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,7904.0834474401154
International,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,4495.8884503380141
International,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,151093.4044343303
International,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,261.3215437310804
International,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,13837.468485103876
International,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,71245.73
International,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,121092.87165882092
Italy,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,27778.67241045964
Italy,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,3895.3778496458494
Italy,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,53574.424937063312
Italy,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,262.29690000000005
Italy,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,1670.8239
Italy,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,112413.15871946764
Italy,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,6230.0877913636587
LATAM,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,7320.6968482138091
LATAM,2025-05-01,Offsite,Sales Driven Prog,DM Network,Web+App,6577.0475558696626
LATAM,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,2728.985042651509
LATAM,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,6474.6315660983837
LATAM,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,2551.1233056610854
LATAM,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,285.23687196565635
LATAM,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,11101.053953687271
LATAM,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,1065.2465901698038
LATAM,2025-01-01,Offsite,Sales Driven Prog,DM Network,Web+App,760.87365994371567
LATAM,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,4944.15764963444
LATAM,2025-04-01,Offsite,Sales Driven Prog,DM Network,Web+App,12546.423232851497
LATAM,2025-06-01,Offsite,Sales Driven Prog,DM Network,Web+App,10486.466238734856
LATAM,2025-03-01,Offsite,Sales Driven Prog,DM Network,Web+App,18040.998546525341
LATAM,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,5459.0527247833952
LATAM,2025-02-01,Offsite,Sales Driven Prog,DM Network,Web+App,1639.3029411644525
LATAM,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,317.26986776613546
LATAM,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,3635.194033540663
NA,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,109836.42519425723
NA,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,20761.021253978091
NA,2025-05-01,Offsite,Sales Driven Prog,DM Network,Web+App,1261.1045536709134
NA,2025-03-01,Offsite,Sales Driven Prog,DM Network,Web+App,12001.593529264774
NA,2025-04-01,Offsite,Sales Driven Prog,DM Network,Web+App,94.021807642423838
NA,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,302690.6732646653
NA,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,2072.9593286677969
NA,2025-06-01,Offsite,Sales Driven Prog,DM Network,Web+App,627.43688680656294
NA,2025-01-01,Offsite,Sales Driven Prog,DM Network,Web+App,72.500750000000025
NA,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,0.031201372855413419
NA,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,2.396945612450736
NA,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,94325.674141467884
NA,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,372876.69969799777
NA,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,11125.020739426527
NA,2025-02-01,Offsite,Sales Driven Prog,DM Network,Web+App,5098.3520834523924
NA,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,31503.04724453533
NA,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,91299.9774634533
NA,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,16811.607069210797
NA,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,20618.409514932497
Other,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,51629.175111408382
Other,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,50950.1170046802
Other,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,45186.233671668131
Other,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,36286.483094928481
Spain,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,2187.8815624236877
Spain,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,38986.332632555568
Spain,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,31699.982249765493
Spain,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,1605.5096788980645
Spain,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,14822.675898898349
Spain,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,10978.1718131118
Spain,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,4678.5950642809876
Spain,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,26776.865927537005
